Test Chi Quadro Gaussiana_____________________________________________
   x       y       y*      sy      Chi     
12361235.00 2.76    3.60    0.29    8.37    
12371236.00 2.73    3.57    0.29    8.49    
12381237.00 2.27    3.54    0.29    19.25   
12391238.00 2.85    3.51    0.29    5.18    
12401239.00 3.24    3.48    0.29    0.71    
12411240.00 2.90    3.46    0.29    3.74    
12421241.00 3.29    3.43    0.29    0.23    
12431242.00 2.56    3.40    0.29    8.43    
12441243.00 2.29    3.37    0.29    13.99   
12451244.00 2.10    3.35    0.29    18.67   
12461245.00 3.00    3.32    0.29    1.24    
12471246.00 2.80    3.29    0.29    2.90    
12481247.00 2.65    3.27    0.29    4.51    
12491248.00 2.93    3.24    0.29    1.18    
12501249.00 2.60    3.21    0.29    4.50    
12511250.00 2.73    3.19    0.29    2.48    
Chi Quadro = 799838.82
Gradi Libertà = 1248
Chi Quadro Ridotto = 640.90

