Test residui Andamento del Voltaggio_____________________________________________
   x       y       y*      res     s_res   
11840.00    -0.12   -0.16   0.04    1.96    
11850.00    -0.12   -0.16   0.04    1.96    
11860.00    -0.12   -0.16   0.04    1.96    
11870.00    -0.12   -0.15   0.03    1.96    
11880.00    -0.12   -0.15   0.03    1.96    
11890.00    -0.12   -0.15   0.03    1.96    
11900.00    -0.12   -0.15   0.03    1.96    
11910.00    -0.12   -0.15   0.03    1.96    
11920.00    -0.12   -0.14   0.02    1.96    
11930.00    -0.12   -0.14   0.02    1.96    
11940.00    -0.12   -0.14   0.02    1.96    
11950.00    -0.12   -0.14   0.02    1.96    
11960.00    -0.12   -0.14   0.02    1.96    
11970.00    -0.12   -0.13   0.01    1.96    
11980.00    -0.12   -0.13   0.01    1.96    
11990.00    -0.12   -0.13   0.01    1.96    
12000.00    -0.12   -0.13   0.01    1.96    
12010.00    -0.12   -0.13   0.01    1.96    
12020.00    -0.12   -0.12   0.00    1.96    
12030.00    -0.12   -0.12   0.00    1.96    
12040.00    -0.12   -0.12   -0.00   1.96    
12050.00    -0.12   -0.12   -0.00   1.96    
12060.00    -0.12   -0.11   -0.01   1.96    
12070.00    -0.12   -0.11   -0.01   1.96    
12080.00    -0.08   -0.11   0.03    1.98    
12090.00    -0.08   -0.11   0.03    1.98    
12100.00    -0.08   -0.10   0.02    1.98    
12110.00    -0.08   -0.10   0.02    1.98    
12120.00    -0.08   -0.10   0.02    1.98    
12130.00    -0.08   -0.10   0.02    1.98    
12140.00    -0.08   -0.09   0.01    1.98    
12150.00    -0.08   -0.09   0.01    1.98    
12160.00    -0.08   -0.09   0.01    1.98    
12170.00    -0.08   -0.08   0.00    1.98    
12180.00    -0.08   -0.08   0.00    1.98    
12190.00    -0.08   -0.08   -0.00   1.98    
12200.00    -0.08   -0.08   -0.00   1.98    
12210.00    -0.08   -0.07   -0.01   1.98    
12220.00    -0.08   -0.07   -0.01   1.98    
12230.00    -0.08   -0.07   -0.01   1.98    
12240.00    -0.08   -0.07   -0.01   1.98    
12250.00    -0.08   -0.06   -0.02   1.98    
12260.00    -0.04   -0.06   0.02    1.99    
12270.00    -0.04   -0.06   0.02    1.99    
12280.00    -0.04   -0.05   0.01    1.99    
12290.00    -0.04   -0.05   0.01    1.99    
12300.00    -0.04   -0.05   0.01    1.99    
12310.00    -0.04   -0.05   0.01    1.99    
12320.00    -0.04   -0.04   0.00    1.99    
12330.00    -0.04   -0.04   0.00    1.99    
12340.00    -0.04   -0.04   -0.00   1.99    
12350.00    -0.04   -0.03   -0.01   1.99    
12360.00    -0.04   -0.03   -0.01   1.99    
12370.00    -0.04   -0.03   -0.01   1.99    
12380.00    -0.04   -0.03   -0.01   1.99    
12390.00    -0.04   -0.02   -0.02   1.99    
12400.00    -0.04   -0.02   -0.02   1.99    
12410.00    0.00    -0.02   0.02    2.00    
12420.00    0.00    -0.02   0.02    2.00    
12430.00    0.00    -0.01   0.01    2.00    
12440.00    0.00    -0.01   0.01    2.00    
12450.00    0.00    -0.01   0.01    2.00    
12460.00    0.00    -0.00   0.00    2.00    
12470.00    0.00    -0.00   0.00    2.00    
12480.00    0.00    0.00    -0.00   2.00    
12490.00    0.00    0.00    -0.00   2.00    
12500.00    0.00    0.01    -0.01   2.00    
12510.00    0.00    0.01    -0.01   2.00    
12520.00    0.00    0.01    -0.01   2.00    
12530.00    0.00    0.01    -0.01   2.00    
12540.00    0.00    0.02    -0.02   2.00    
12550.00    0.00    0.02    -0.02   2.00    
12560.00    0.00    0.02    -0.02   2.00    
12570.00    0.04    0.02    0.02    2.01    
12580.00    0.04    0.03    0.01    2.01    
12590.00    0.04    0.03    0.01    2.01    
12600.00    0.04    0.03    0.01    2.01    
12610.00    0.04    0.03    0.01    2.01    
12620.00    0.04    0.04    0.00    2.01    
12630.00    0.04    0.04    0.00    2.01    
12640.00    0.04    0.04    -0.00   2.01    
12650.00    0.04    0.04    -0.00   2.01    
12660.00    0.04    0.05    -0.01   2.01    
12670.00    0.04    0.05    -0.01   2.01    
12680.00    0.04    0.05    -0.01   2.01    
12690.00    0.04    0.05    -0.01   2.01    
12700.00    0.04    0.05    -0.01   2.01    
12710.00    0.04    0.06    -0.02   2.01    
12720.00    0.04    0.06    -0.02   2.01    
12730.00    0.04    0.06    -0.02   2.01    
12740.00    0.04    0.06    -0.02   2.01    
12750.00    0.08    0.07    0.01    2.02    
12760.00    0.08    0.07    0.01    2.02    
12770.00    0.08    0.07    0.01    2.02    
12780.00    0.08    0.07    0.01    2.02    
12790.00    0.08    0.07    0.01    2.02    
12800.00    0.08    0.07    0.01    2.02    
12810.00    0.08    0.08    0.00    2.02    
12820.00    0.08    0.08    0.00    2.02    
12830.00    0.08    0.08    0.00    2.02    
12840.00    0.08    0.08    -0.00   2.02    
12850.00    0.08    0.08    -0.00   2.02    
12860.00    0.08    0.08    -0.00   2.02    
12870.00    0.08    0.09    -0.01   2.02    
12880.00    0.08    0.09    -0.01   2.02    
12890.00    0.08    0.09    -0.01   2.02    
12900.00    0.08    0.09    -0.01   2.02    
12910.00    0.08    0.09    -0.01   2.02    
12920.00    0.08    0.09    -0.01   2.02    
12930.00    0.08    0.09    -0.01   2.02    
12940.00    0.08    0.10    -0.02   2.02    
12950.00    0.08    0.10    -0.02   2.02    
12960.00    0.08    0.10    -0.02   2.02    
12970.00    0.08    0.10    -0.02   2.02    
12980.00    0.12    0.10    0.02    2.04    
12990.00    0.12    0.10    0.02    2.04    
13000.00    0.12    0.10    0.02    2.04    
13010.00    0.12    0.10    0.02    2.04    
13020.00    0.12    0.10    0.02    2.04    
13030.00    0.12    0.11    0.01    2.04    
13040.00    0.12    0.11    0.01    2.04    
13050.00    0.12    0.11    0.01    2.04    
13060.00    0.12    0.11    0.01    2.04    
13070.00    0.12    0.11    0.01    2.04    
13080.00    0.12    0.11    0.01    2.04    
13090.00    0.12    0.11    0.01    2.04    
13100.00    0.12    0.11    0.01    2.04    
13110.00    0.12    0.11    0.01    2.04    
13120.00    0.12    0.11    0.01    2.04    
13130.00    0.12    0.11    0.01    2.04    
13140.00    0.12    0.11    0.01    2.04    
13150.00    0.12    0.11    0.01    2.04    
13160.00    0.12    0.11    0.01    2.04    
13170.00    0.12    0.11    0.01    2.04    
13180.00    0.12    0.11    0.01    2.04    
13190.00    0.12    0.11    0.01    2.04    
13200.00    0.12    0.11    0.01    2.04    
13210.00    0.12    0.11    0.01    2.04    
13220.00    0.12    0.11    0.01    2.04    
13230.00    0.12    0.11    0.01    2.04    
13240.00    0.12    0.11    0.01    2.04    
13250.00    0.12    0.11    0.01    2.04    
13260.00    0.12    0.11    0.01    2.04    
13270.00    0.12    0.11    0.01    2.04    
13280.00    0.12    0.11    0.01    2.04    
13290.00    0.12    0.11    0.01    2.04    
13300.00    0.12    0.11    0.01    2.04    
13310.00    0.12    0.11    0.01    2.04    
13320.00    0.12    0.11    0.01    2.04    
13330.00    0.12    0.11    0.01    2.04    
13340.00    0.12    0.11    0.01    2.04    
13350.00    0.12    0.11    0.01    2.04    
13360.00    0.12    0.11    0.01    2.04    
13370.00    0.12    0.11    0.01    2.04    
13380.00    0.12    0.11    0.01    2.04    
13390.00    0.12    0.11    0.01    2.04    
13400.00    0.12    0.11    0.01    2.04    
13410.00    0.12    0.11    0.01    2.04    
13420.00    0.12    0.11    0.01    2.04    
13430.00    0.12    0.11    0.01    2.04    
13440.00    0.12    0.11    0.01    2.04    
13450.00    0.12    0.10    0.02    2.04    
13460.00    0.12    0.10    0.02    2.04    
13470.00    0.12    0.10    0.02    2.04    
13480.00    0.12    0.10    0.02    2.04    
13490.00    0.12    0.10    0.02    2.04    
13500.00    0.12    0.10    0.02    2.04    
13510.00    0.12    0.10    0.02    2.04    
13520.00    0.12    0.10    0.02    2.04    
13530.00    0.12    0.10    0.02    2.04    
13540.00    0.12    0.10    0.02    2.04    
13550.00    0.12    0.09    0.03    2.04    
13560.00    0.12    0.09    0.03    2.04    
13570.00    0.12    0.09    0.03    2.04    
13580.00    0.12    0.09    0.03    2.04    
13590.00    0.12    0.09    0.03    2.04    
13600.00    0.12    0.09    0.03    2.04    
13610.00    0.12    0.09    0.03    2.04    
13620.00    0.12    0.09    0.03    2.04    
13630.00    0.12    0.08    0.04    2.04    
13640.00    0.12    0.08    0.04    2.04    
13650.00    0.08    0.08    -0.00   2.02    
13660.00    0.08    0.08    -0.00   2.02    
13670.00    0.08    0.08    0.00    2.02    
13680.00    0.08    0.08    0.00    2.02    
13690.00    0.08    0.08    0.00    2.02    
13700.00    0.08    0.07    0.01    2.02    
13710.00    0.08    0.07    0.01    2.02    
13720.00    0.08    0.07    0.01    2.02    
13730.00    0.08    0.07    0.01    2.02    
13740.00    0.08    0.07    0.01    2.02    
13750.00    0.08    0.07    0.01    2.02    
13760.00    0.08    0.06    0.02    2.02    
13770.00    0.08    0.06    0.02    2.02    
13780.00    0.08    0.06    0.02    2.02    
13790.00    0.08    0.06    0.02    2.02    
13800.00    0.08    0.06    0.02    2.02    
13810.00    0.08    0.06    0.02    2.02    
13820.00    0.08    0.06    0.02    2.02    
13830.00    0.08    0.05    0.03    2.02    
13840.00    0.08    0.05    0.03    2.02    
13850.00    0.08    0.05    0.03    2.02    
13860.00    0.08    0.05    0.03    2.02    
13870.00    0.08    0.05    0.03    2.02    
13880.00    0.08    0.04    0.04    2.02    
13890.00    0.08    0.04    0.04    2.02    
13900.00    0.08    0.04    0.04    2.02    
13910.00    0.08    0.04    0.04    2.02    
13920.00    0.08    0.04    0.04    2.02    
13930.00    0.08    0.04    0.04    2.02    
13940.00    0.04    0.03    0.01    2.01    
13950.00    0.04    0.03    0.01    2.01    
13960.00    0.04    0.03    0.01    2.01    
13970.00    0.04    0.03    0.01    2.01    
13980.00    0.04    0.03    0.01    2.01    
13990.00    0.04    0.03    0.01    2.01    
14000.00    0.04    0.02    0.02    2.01    
14010.00    0.04    0.02    0.02    2.01    
14020.00    0.04    0.02    0.02    2.01    
14030.00    0.04    0.02    0.02    2.01    
14040.00    0.04    0.02    0.02    2.01    
14050.00    0.04    0.02    0.02    2.01    
14060.00    0.04    0.01    0.03    2.01    
14070.00    0.04    0.01    0.03    2.01    
14080.00    0.04    0.01    0.03    2.01    
14090.00    0.04    0.01    0.03    2.01    
14100.00    0.04    0.01    0.03    2.01    
14110.00    0.04    0.00    0.04    2.01    
14120.00    0.04    0.00    0.04    2.01    
14130.00    0.04    0.00    0.04    2.01    
14140.00    0.04    -0.00   0.04    2.01    
14150.00    0.04    -0.00   0.04    2.01    
14160.00    0.04    -0.00   0.04    2.01    
14170.00    0.04    -0.01   0.05    2.01    
14180.00    0.00    -0.01   0.01    2.00    
14190.00    0.00    -0.01   0.01    2.00    
14200.00    0.00    -0.01   0.01    2.00    
14210.00    0.00    -0.01   0.01    2.00    
14220.00    0.00    -0.01   0.01    2.00    
14230.00    0.00    -0.02   0.02    2.00    
14240.00    0.00    -0.02   0.02    2.00    
14250.00    0.00    -0.02   0.02    2.00    
14260.00    0.00    -0.02   0.02    2.00    
14270.00    0.00    -0.02   0.02    2.00    
14280.00    0.00    -0.02   0.02    2.00    
14290.00    0.00    -0.02   0.02    2.00    
14300.00    0.00    -0.03   0.03    2.00    
14310.00    0.00    -0.03   0.03    2.00    
14320.00    0.00    -0.03   0.03    2.00    
14330.00    0.00    -0.03   0.03    2.00    
14340.00    0.00    -0.03   0.03    2.00    
14350.00    0.00    -0.03   0.03    2.00    
14360.00    0.00    -0.03   0.03    2.00    
14370.00    0.00    -0.04   0.04    2.00    
14380.00    0.00    -0.04   0.04    2.00    
14390.00    0.00    -0.04   0.04    2.00    
14400.00    0.00    -0.04   0.04    2.00    
14410.00    0.00    -0.04   0.04    2.00    
14420.00    0.00    -0.04   0.04    2.00    
14430.00    0.00    -0.04   0.04    2.00    
14440.00    0.00    -0.04   0.04    2.00    
14450.00    0.00    -0.05   0.05    2.00    
14460.00    0.00    -0.05   0.05    2.00    
14470.00    -0.04   -0.05   0.01    1.99    
14480.00    -0.04   -0.05   0.01    1.99    
14490.00    -0.04   -0.05   0.01    1.99    
14500.00    -0.04   -0.05   0.01    1.99    
14510.00    -0.04   -0.05   0.01    1.99    
14520.00    -0.04   -0.05   0.01    1.99    
14530.00    -0.04   -0.05   0.01    1.99    
14540.00    -0.04   -0.06   0.02    1.99    
14550.00    -0.04   -0.06   0.02    1.99    
14560.00    -0.04   -0.06   0.02    1.99    
14570.00    -0.04   -0.06   0.02    1.99    
14580.00    -0.04   -0.06   0.02    1.99    
14590.00    -0.04   -0.06   0.02    1.99    
14600.00    -0.04   -0.06   0.02    1.99    
14610.00    -0.04   -0.06   0.02    1.99    
14620.00    -0.04   -0.06   0.02    1.99    
14630.00    -0.04   -0.06   0.02    1.99    
14640.00    -0.04   -0.06   0.02    1.99    
14650.00    -0.04   -0.06   0.02    1.99    
14660.00    -0.04   -0.06   0.02    1.99    
14670.00    -0.04   -0.07   0.03    1.99    
14680.00    -0.04   -0.07   0.03    1.99    
14690.00    -0.04   -0.07   0.03    1.99    
14700.00    -0.04   -0.07   0.03    1.99    
14710.00    -0.04   -0.07   0.03    1.99    
14720.00    -0.04   -0.07   0.03    1.99    
14730.00    -0.04   -0.07   0.03    1.99    
14740.00    -0.04   -0.07   0.03    1.99    
14750.00    -0.04   -0.07   0.03    1.99    
14760.00    -0.04   -0.07   0.03    1.99    
14770.00    -0.04   -0.07   0.03    1.99    
14780.00    -0.04   -0.07   0.03    1.99    
14790.00    -0.04   -0.07   0.03    1.99    
14800.00    -0.04   -0.07   0.03    1.99    
14810.00    -0.04   -0.07   0.03    1.99    
14820.00    -0.04   -0.07   0.03    1.99    
14830.00    -0.04   -0.07   0.03    1.99    
14840.00    -0.04   -0.07   0.03    1.99    
14850.00    -0.04   -0.07   0.03    1.99    
14860.00    -0.04   -0.07   0.03    1.99    
14870.00    -0.04   -0.07   0.03    1.99    
14880.00    -0.04   -0.07   0.03    1.99    
14890.00    -0.04   -0.07   0.03    1.99    
14900.00    -0.04   -0.07   0.03    1.99    
14910.00    -0.04   -0.07   0.03    1.99    
14920.00    -0.04   -0.07   0.03    1.99    
14930.00    -0.04   -0.07   0.03    1.99    
14940.00    -0.04   -0.07   0.03    1.99    
14950.00    -0.04   -0.07   0.03    1.99    
14960.00    -0.04   -0.07   0.03    1.99    
14970.00    -0.04   -0.07   0.03    1.99    
14980.00    -0.04   -0.07   0.03    1.99    
14990.00    -0.04   -0.07   0.03    1.99    
15000.00    -0.04   -0.07   0.03    1.99    
15010.00    -0.04   -0.07   0.03    1.99    
15020.00    -0.04   -0.07   0.03    1.99    
15030.00    -0.04   -0.07   0.03    1.99    
15040.00    -0.04   -0.07   0.03    1.99    
15050.00    -0.04   -0.07   0.03    1.99    
15060.00    -0.04   -0.07   0.03    1.99    
15070.00    -0.04   -0.07   0.03    1.99    
15080.00    -0.04   -0.07   0.03    1.99    
15090.00    -0.04   -0.07   0.03    1.99    
15100.00    -0.04   -0.07   0.03    1.99    
15110.00    -0.04   -0.07   0.03    1.99    
15120.00    -0.04   -0.07   0.03    1.99    
15130.00    -0.04   -0.06   0.02    1.99    
15140.00    -0.04   -0.06   0.02    1.99    
15150.00    -0.04   -0.06   0.02    1.99    
15160.00    -0.04   -0.06   0.02    1.99    
15170.00    -0.04   -0.06   0.02    1.99    
15180.00    -0.04   -0.06   0.02    1.99    
15190.00    -0.04   -0.06   0.02    1.99    
15200.00    -0.04   -0.06   0.02    1.99    
15210.00    -0.04   -0.06   0.02    1.99    
15220.00    -0.04   -0.06   0.02    1.99    
15230.00    -0.04   -0.06   0.02    1.99    
15240.00    -0.04   -0.06   0.02    1.99    
15250.00    -0.04   -0.06   0.02    1.99    
15260.00    -0.04   -0.06   0.02    1.99    
15270.00    -0.04   -0.05   0.01    1.99    
15280.00    -0.04   -0.05   0.01    1.99    
15290.00    -0.04   -0.05   0.01    1.99    
15300.00    -0.04   -0.05   0.01    1.99    
15310.00    -0.04   -0.05   0.01    1.99    
15320.00    -0.04   -0.05   0.01    1.99    
15330.00    -0.04   -0.05   0.01    1.99    
15340.00    -0.04   -0.05   0.01    1.99    
15350.00    -0.04   -0.05   0.01    1.99    
15360.00    -0.04   -0.05   0.01    1.99    
15370.00    -0.04   -0.05   0.01    1.99    
15380.00    -0.04   -0.04   0.00    1.99    
15390.00    -0.04   -0.04   0.00    1.99    
15400.00    -0.04   -0.04   0.00    1.99    
15410.00    -0.04   -0.04   0.00    1.99    
15420.00    -0.04   -0.04   0.00    1.99    
15430.00    -0.04   -0.04   -0.00   1.99    
15440.00    -0.04   -0.04   -0.00   1.99    
15450.00    -0.04   -0.04   -0.00   1.99    
15460.00    -0.04   -0.04   -0.00   1.99    
15470.00    -0.04   -0.04   -0.00   1.99    
15480.00    -0.04   -0.03   -0.01   1.99    
15490.00    -0.04   -0.03   -0.01   1.99    
15500.00    -0.04   -0.03   -0.01   1.99    
15510.00    0.00    -0.03   0.03    2.00    
15520.00    0.00    -0.03   0.03    2.00    
15530.00    0.00    -0.03   0.03    2.00    
15540.00    0.00    -0.03   0.03    2.00    
15550.00    0.00    -0.03   0.03    2.00    
15560.00    0.00    -0.03   0.03    2.00    
15570.00    0.00    -0.03   0.03    2.00    
15580.00    0.00    -0.02   0.02    2.00    
15590.00    0.00    -0.02   0.02    2.00    
15600.00    0.00    -0.02   0.02    2.00    
15610.00    0.00    -0.02   0.02    2.00    
15620.00    0.00    -0.02   0.02    2.00    
15630.00    0.00    -0.02   0.02    2.00    
15640.00    0.00    -0.02   0.02    2.00    
15650.00    0.00    -0.02   0.02    2.00    
15660.00    0.00    -0.02   0.02    2.00    
15670.00    0.00    -0.01   0.01    2.00    
15680.00    0.00    -0.01   0.01    2.00    
15690.00    0.00    -0.01   0.01    2.00    
15700.00    0.00    -0.01   0.01    2.00    
15710.00    0.00    -0.01   0.01    2.00    
15720.00    0.00    -0.01   0.01    2.00    
15730.00    0.00    -0.01   0.01    2.00    
15740.00    0.00    -0.01   0.01    2.00    
15750.00    0.00    -0.01   0.01    2.00    
15760.00    0.00    -0.00   0.00    2.00    
15770.00    0.00    -0.00   0.00    2.00    
15780.00    0.00    -0.00   0.00    2.00    
15790.00    0.00    -0.00   0.00    2.00    
15800.00    0.00    0.00    -0.00   2.00    
15810.00    0.00    0.00    -0.00   2.00    
15820.00    0.00    0.00    -0.00   2.00    
15830.00    0.00    0.00    -0.00   2.00    
15840.00    0.00    0.00    -0.00   2.00    
15850.00    0.00    0.01    -0.01   2.00    
15860.00    0.00    0.01    -0.01   2.00    
15870.00    0.00    0.01    -0.01   2.00    
15880.00    0.00    0.01    -0.01   2.00    
15890.00    0.00    0.01    -0.01   2.00    
15900.00    0.04    0.01    0.03    2.01    
15910.00    0.04    0.01    0.03    2.01    
15920.00    0.04    0.01    0.03    2.01    
15930.00    0.04    0.01    0.03    2.01    
15940.00    0.04    0.01    0.03    2.01    
15950.00    0.04    0.02    0.02    2.01    
15960.00    0.04    0.02    0.02    2.01    
15970.00    0.04    0.02    0.02    2.01    
15980.00    0.04    0.02    0.02    2.01    
15990.00    0.04    0.02    0.02    2.01    
16000.00    0.04    0.02    0.02    2.01    
16010.00    0.04    0.02    0.02    2.01    
16020.00    0.04    0.02    0.02    2.01    
16030.00    0.04    0.02    0.02    2.01    
16040.00    0.04    0.02    0.02    2.01    
16050.00    0.04    0.02    0.02    2.01    
16060.00    0.04    0.02    0.02    2.01    
16070.00    0.04    0.03    0.01    2.01    
16080.00    0.04    0.03    0.01    2.01    
16090.00    0.04    0.03    0.01    2.01    
16100.00    0.04    0.03    0.01    2.01    
16110.00    0.04    0.03    0.01    2.01    
16120.00    0.04    0.03    0.01    2.01    
16130.00    0.04    0.03    0.01    2.01    
16140.00    0.04    0.03    0.01    2.01    
16150.00    0.04    0.03    0.01    2.01    
16160.00    0.04    0.03    0.01    2.01    
16170.00    0.04    0.03    0.01    2.01    
16180.00    0.04    0.03    0.01    2.01    
16190.00    0.04    0.03    0.01    2.01    
16200.00    0.04    0.03    0.01    2.01    
16210.00    0.04    0.04    0.00    2.01    
16220.00    0.04    0.04    0.00    2.01    
16230.00    0.04    0.04    0.00    2.01    
16240.00    0.04    0.04    0.00    2.01    
16250.00    0.04    0.04    0.00    2.01    
16260.00    0.04    0.04    0.00    2.01    
16270.00    0.04    0.04    0.00    2.01    
16280.00    0.04    0.04    0.00    2.01    
16290.00    0.04    0.04    0.00    2.01    
16300.00    0.04    0.04    0.00    2.01    
16310.00    0.04    0.04    -0.00   2.01    
16320.00    0.04    0.04    -0.00   2.01    
16330.00    0.04    0.04    -0.00   2.01    
16340.00    0.04    0.04    -0.00   2.01    
16350.00    0.04    0.04    -0.00   2.01    
16360.00    0.04    0.04    -0.00   2.01    
16370.00    0.04    0.04    -0.00   2.01    
16380.00    0.04    0.04    -0.00   2.01    
16390.00    0.04    0.04    -0.00   2.01    
16400.00    0.04    0.04    -0.00   2.01    
16410.00    0.04    0.04    -0.00   2.01    
16420.00    0.04    0.04    -0.00   2.01    
16430.00    0.04    0.04    -0.00   2.01    
16440.00    0.04    0.04    -0.00   2.01    
16450.00    0.04    0.04    -0.00   2.01    
16460.00    0.04    0.04    -0.00   2.01    
16470.00    0.04    0.04    -0.00   2.01    
16480.00    0.04    0.04    -0.00   2.01    
16490.00    0.04    0.04    -0.00   2.01    
16500.00    0.04    0.04    -0.00   2.01    
16510.00    0.04    0.04    -0.00   2.01    
16520.00    0.04    0.04    -0.00   2.01    
16530.00    0.04    0.04    -0.00   2.01    
16540.00    0.04    0.04    -0.00   2.01    
16550.00    0.04    0.04    -0.00   2.01    
16560.00    0.04    0.04    -0.00   2.01    
16570.00    0.04    0.04    -0.00   2.01    
16580.00    0.04    0.04    -0.00   2.01    
16590.00    0.04    0.04    -0.00   2.01    
16600.00    0.04    0.04    -0.00   2.01    
16610.00    0.04    0.04    -0.00   2.01    
16620.00    0.04    0.04    -0.00   2.01    
16630.00    0.04    0.04    -0.00   2.01    
16640.00    0.04    0.04    -0.00   2.01    
16650.00    0.04    0.04    -0.00   2.01    
16660.00    0.04    0.04    -0.00   2.01    
16670.00    0.04    0.04    -0.00   2.01    
16680.00    0.04    0.04    -0.00   2.01    
16690.00    0.04    0.04    -0.00   2.01    
16700.00    0.04    0.04    -0.00   2.01    
16710.00    0.04    0.04    -0.00   2.01    
16720.00    0.04    0.04    -0.00   2.01    
16730.00    0.04    0.04    -0.00   2.01    
16740.00    0.04    0.04    -0.00   2.01    
16750.00    0.04    0.04    -0.00   2.01    
16760.00    0.04    0.04    -0.00   2.01    
16770.00    0.04    0.04    -0.00   2.01    
16780.00    0.04    0.04    -0.00   2.01    
16790.00    0.04    0.04    -0.00   2.01    
16800.00    0.04    0.04    -0.00   2.01    
16810.00    0.04    0.04    0.00    2.01    
16820.00    0.04    0.04    0.00    2.01    
16830.00    0.04    0.04    0.00    2.01    
16840.00    0.04    0.04    0.00    2.01    
16850.00    0.04    0.04    0.00    2.01    
16860.00    0.04    0.04    0.00    2.01    
16870.00    0.04    0.04    0.00    2.01    
16880.00    0.04    0.04    0.00    2.01    
16890.00    0.04    0.04    0.00    2.01    
16900.00    0.04    0.04    0.00    2.01    
16910.00    0.04    0.04    0.00    2.01    
16920.00    0.04    0.03    0.01    2.01    
16930.00    0.04    0.03    0.01    2.01    
16940.00    0.04    0.03    0.01    2.01    
16950.00    0.04    0.03    0.01    2.01    
16960.00    0.04    0.03    0.01    2.01    
16970.00    0.04    0.03    0.01    2.01    
16980.00    0.04    0.03    0.01    2.01    
16990.00    0.04    0.03    0.01    2.01    
17000.00    0.04    0.03    0.01    2.01    
17010.00    0.04    0.03    0.01    2.01    
17020.00    0.04    0.03    0.01    2.01    
17030.00    0.04    0.03    0.01    2.01    
17040.00    0.04    0.03    0.01    2.01    
17050.00    0.04    0.03    0.01    2.01    
17060.00    0.04    0.03    0.01    2.01    
17070.00    0.04    0.03    0.01    2.01    
17080.00    0.04    0.03    0.01    2.01    
17090.00    0.04    0.03    0.01    2.01    
17100.00    0.04    0.02    0.02    2.01    
17110.00    0.04    0.02    0.02    2.01    
17120.00    0.04    0.02    0.02    2.01    
17130.00    0.04    0.02    0.02    2.01    
17140.00    0.04    0.02    0.02    2.01    
17150.00    0.04    0.02    0.02    2.01    
17160.00    0.04    0.02    0.02    2.01    
17170.00    0.04    0.02    0.02    2.01    
17180.00    0.04    0.02    0.02    2.01    
17190.00    0.04    0.02    0.02    2.01    
17200.00    0.04    0.02    0.02    2.01    
17210.00    0.04    0.02    0.02    2.01    
17220.00    0.04    0.02    0.02    2.01    
17230.00    0.04    0.02    0.02    2.01    
17240.00    0.04    0.02    0.02    2.01    
17250.00    0.04    0.01    0.03    2.01    
17260.00    0.04    0.01    0.03    2.01    
17270.00    0.04    0.01    0.03    2.01    
17280.00    0.04    0.01    0.03    2.01    
17290.00    0.04    0.01    0.03    2.01    
17300.00    0.04    0.01    0.03    2.01    
17310.00    0.04    0.01    0.03    2.01    
17320.00    0.04    0.01    0.03    2.01    
17330.00    0.04    0.01    0.03    2.01    
17340.00    0.04    0.01    0.03    2.01    
17350.00    0.04    0.01    0.03    2.01    
17360.00    0.04    0.01    0.03    2.01    
17370.00    0.04    0.01    0.03    2.01    
17380.00    0.04    0.01    0.03    2.01    
17390.00    0.04    0.00    0.04    2.01    
17400.00    0.04    0.00    0.04    2.01    
17410.00    0.04    0.00    0.04    2.01    
17420.00    0.04    0.00    0.04    2.01    
17430.00    0.04    0.00    0.04    2.01    
17440.00    0.04    0.00    0.04    2.01    
17450.00    0.00    0.00    -0.00   2.00    
17460.00    0.04    -0.00   0.04    2.01    
17470.00    0.00    -0.00   0.00    2.00    
17480.00    0.00    -0.00   0.00    2.00    
17490.00    0.00    -0.00   0.00    2.00    
17500.00    0.00    -0.00   0.00    2.00    
17510.00    0.00    -0.00   0.00    2.00    
17520.00    0.00    -0.00   0.00    2.00    
17530.00    0.00    -0.00   0.00    2.00    
17540.00    0.00    -0.01   0.01    2.00    
17550.00    0.00    -0.01   0.01    2.00    
17560.00    0.00    -0.01   0.01    2.00    
17570.00    0.00    -0.01   0.01    2.00    
17580.00    0.00    -0.01   0.01    2.00    
17590.00    0.00    -0.01   0.01    2.00    
17600.00    0.00    -0.01   0.01    2.00    
17610.00    0.00    -0.01   0.01    2.00    
17620.00    0.00    -0.01   0.01    2.00    
17630.00    0.00    -0.01   0.01    2.00    
17640.00    0.00    -0.01   0.01    2.00    
17650.00    0.00    -0.01   0.01    2.00    
17660.00    0.00    -0.01   0.01    2.00    
17670.00    0.00    -0.01   0.01    2.00    
17680.00    0.00    -0.01   0.01    2.00    
17690.00    0.00    -0.01   0.01    2.00    
17700.00    0.00    -0.01   0.01    2.00    
17710.00    0.00    -0.01   0.01    2.00    
17720.00    0.00    -0.02   0.02    2.00    
17730.00    0.00    -0.02   0.02    2.00    
17740.00    0.00    -0.02   0.02    2.00    
17750.00    0.00    -0.02   0.02    2.00    
17760.00    0.00    -0.02   0.02    2.00    
17770.00    0.00    -0.02   0.02    2.00    
17780.00    0.00    -0.02   0.02    2.00    
17790.00    0.00    -0.02   0.02    2.00    
17800.00    0.00    -0.02   0.02    2.00    
17810.00    0.00    -0.02   0.02    2.00    
17820.00    0.00    -0.02   0.02    2.00    
17830.00    0.00    -0.02   0.02    2.00    
17840.00    0.00    -0.02   0.02    2.00    
17850.00    0.00    -0.02   0.02    2.00    
17860.00    0.00    -0.02   0.02    2.00    
17870.00    0.00    -0.02   0.02    2.00    
17880.00    0.00    -0.02   0.02    2.00    
17890.00    0.00    -0.02   0.02    2.00    
17900.00    0.00    -0.02   0.02    2.00    
17910.00    0.00    -0.02   0.02    2.00    
17920.00    0.00    -0.02   0.02    2.00    
