Distance_(pixels),Gray_Value
1.2100E2,6.7306E0
1.2200E2,5.5810E0
1.2300E2,5.9070E0
1.2400E2,4.6090E0
1.2500E2,5.7467E0
1.2600E2,7.6682E0
1.2700E2,6.5626E0
1.2800E2,6.9827E0
1.2900E2,6.8626E0
1.3000E2,6.4020E0
1.3100E2,6.5901E0
1.3200E2,9.0529E0
1.3300E2,1.0339E1
1.3400E2,1.0211E1
1.3500E2,9.2097E0
1.3600E2,8.5288E0
1.3700E2,8.5077E0
1.3800E2,7.9555E0
1.3900E2,9.1568E0
1.4000E2,1.0051E1
1.4100E2,8.9149E0
1.4200E2,9.6409E0
1.4300E2,8.5392E0
1.4400E2,8.0731E0
1.4500E2,6.8485E0
1.4600E2,9.8064E0
1.4700E2,9.7683E0
1.4800E2,9.0744E0
1.4900E2,9.6929E0
1.5000E2,8.7040E0
1.5100E2,8.9108E0
1.5200E2,8.2410E0
1.5300E2,6.9960E0
1.5400E2,6.5903E0
1.5500E2,6.4023E0
1.5600E2,6.0363E0
1.5700E2,7.2068E0
1.5800E2,8.2109E0
1.5900E2,8.8328E0
1.6000E2,9.3860E0
1.6100E2,9.0304E0
1.6200E2,9.2219E0
1.6300E2,8.1950E0
1.6400E2,7.6852E0
1.6500E2,6.9653E0
1.6600E2,9.0521E0
1.6700E2,8.6526E0
1.6800E2,9.3531E0
1.6900E2,9.9501E0
1.7000E2,1.0551E1
1.7100E2,1.1282E1
1.7200E2,9.0780E0
1.7300E2,8.1359E0
1.7400E2,9.1826E0
1.7500E2,9.9397E0
1.7600E2,9.0192E0
1.7700E2,9.9105E0
1.7800E2,1.3720E1
1.7900E2,1.6026E1
1.8000E2,1.4301E1
1.8100E2,1.3335E1
1.8200E2,1.0848E1
1.8300E2,8.7494E0
1.8400E2,1.0690E1
1.8500E2,1.2509E1
1.8600E2,1.2732E1
1.8700E2,1.1572E1
1.8800E2,1.2385E1
1.8900E2,1.3579E1
1.9000E2,1.5754E1
1.9100E2,1.4325E1
1.9200E2,1.4229E1
1.9300E2,1.3450E1
1.9400E2,1.4325E1
1.9500E2,1.3815E1
1.9600E2,1.2641E1
1.9700E2,1.5647E1
1.9800E2,1.5124E1
1.9900E2,1.2716E1
2.0000E2,1.5853E1
2.0100E2,1.4485E1
2.0200E2,1.0206E1
2.0300E2,9.2267E0
2.0400E2,1.0565E1
2.0500E2,1.2729E1
2.0600E2,1.4192E1
2.0700E2,1.1807E1
2.0800E2,1.0699E1
2.0900E2,1.0255E1
2.1000E2,1.1318E1
2.1100E2,1.3589E1
2.1200E2,1.3213E1
2.1300E2,1.2156E1
2.1400E2,1.1045E1
2.1500E2,8.9124E0
2.1600E2,1.0946E1
2.1700E2,1.2282E1
2.1800E2,1.4740E1
2.1900E2,1.5792E1
2.2000E2,1.6499E1
2.2100E2,1.5703E1
2.2200E2,1.2486E1
2.2300E2,1.4065E1
2.2400E2,1.3481E1
2.2500E2,1.3571E1
2.2600E2,1.1625E1
2.2700E2,1.2277E1
2.2800E2,1.2735E1
2.2900E2,1.4695E1
2.3000E2,1.7818E1
2.3100E2,1.7949E1
2.3200E2,1.8353E1
2.3300E2,1.8480E1
2.3400E2,1.7726E1
2.3500E2,1.8868E1
2.3600E2,1.9459E1
2.3700E2,1.8827E1
2.3800E2,1.9216E1
2.3900E2,1.9472E1
2.4000E2,1.9833E1
2.4100E2,2.0706E1
2.4200E2,2.4111E1
2.4300E2,2.5608E1
2.4400E2,2.5581E1
2.4500E2,2.4161E1
2.4600E2,2.3126E1
2.4700E2,2.2504E1
2.4800E2,2.2986E1
2.4900E2,2.1237E1
2.5000E2,2.0653E1
2.5100E2,2.0010E1
2.5200E2,1.9780E1
2.5300E2,1.9260E1
2.5400E2,1.8896E1
2.5500E2,1.9409E1
2.5600E2,1.9751E1
2.5700E2,1.7714E1
2.5800E2,1.9839E1
2.5900E2,2.0287E1
2.6000E2,1.9575E1
2.6100E2,2.1731E1
2.6200E2,2.0625E1
2.6300E2,2.0651E1
2.6400E2,1.9297E1
2.6500E2,2.0465E1
2.6600E2,2.2692E1
2.6700E2,2.3596E1
2.6800E2,2.1678E1
2.6900E2,2.2935E1
2.7000E2,2.1392E1
2.7100E2,2.1072E1
2.7200E2,2.1852E1
2.7300E2,2.0479E1
2.7400E2,2.1383E1
2.7500E2,2.2507E1
2.7600E2,2.3616E1
2.7700E2,2.5397E1
2.7800E2,2.6746E1
2.7900E2,2.6437E1
2.8000E2,2.4131E1
2.8100E2,2.2853E1
2.8200E2,2.3570E1
2.8300E2,2.4453E1
2.8400E2,2.6038E1
2.8500E2,2.5486E1
2.8600E2,2.4898E1
2.8700E2,2.5122E1
2.8800E2,2.7290E1
2.8900E2,2.6202E1
2.9000E2,2.5437E1
2.9100E2,2.6528E1
2.9200E2,2.8916E1
2.9300E2,2.9253E1
2.9400E2,2.6788E1
2.9500E2,2.5995E1
2.9600E2,2.4971E1
2.9700E2,2.8631E1
2.9800E2,3.0076E1
2.9900E2,2.7049E1
3.0000E2,2.7249E1
3.0100E2,3.0388E1
3.0200E2,3.1681E1
3.0300E2,3.0908E1
3.0400E2,3.0195E1
3.0500E2,3.1392E1
3.0600E2,3.2593E1
3.0700E2,3.1886E1
3.0800E2,2.9812E1
3.0900E2,2.8749E1
3.1000E2,2.7957E1
3.1100E2,2.7890E1
3.1200E2,2.8439E1
3.1300E2,2.8648E1
3.1400E2,2.8963E1
3.1500E2,2.8449E1
3.1600E2,2.9877E1
3.1700E2,2.9203E1
3.1800E2,2.7710E1
3.1900E2,2.9773E1
3.2000E2,3.1383E1
3.2100E2,3.1488E1
3.2200E2,3.2453E1
3.2300E2,3.0540E1
3.2400E2,3.0781E1
3.2500E2,3.2746E1
3.2600E2,3.0926E1
3.2700E2,2.9562E1
3.2800E2,2.7667E1
3.2900E2,2.6008E1
3.3000E2,2.9225E1
3.3100E2,3.0590E1
3.3200E2,3.2154E1
3.3300E2,3.2680E1
3.3400E2,3.4860E1
3.3500E2,3.3001E1
3.3600E2,3.1411E1
3.3700E2,3.0929E1
3.3800E2,3.3394E1
3.3900E2,3.4353E1
3.4000E2,3.5064E1
3.4100E2,3.4241E1
3.4200E2,3.2853E1
3.4300E2,3.3530E1
3.4400E2,3.4443E1
3.4500E2,3.5338E1
3.4600E2,3.6046E1
3.4700E2,3.5594E1
3.4800E2,3.5409E1
3.4900E2,3.3307E1
3.5000E2,3.2756E1
3.5100E2,3.2958E1
3.5200E2,3.4859E1
3.5300E2,3.6107E1
3.5400E2,3.4621E1
3.5500E2,3.5577E1
3.5600E2,3.6393E1
3.5700E2,3.5977E1
3.5800E2,3.4385E1
3.5900E2,3.5293E1
3.6000E2,3.6356E1
3.6100E2,3.6667E1
3.6200E2,3.5903E1
3.6300E2,3.5843E1
3.6400E2,3.5236E1
3.6500E2,3.6099E1
3.6600E2,3.5557E1
3.6700E2,3.7754E1
3.6800E2,3.7603E1
3.6900E2,3.6722E1
3.7000E2,3.6273E1
3.7100E2,3.5736E1
3.7200E2,3.3986E1
3.7300E2,3.3127E1
3.7400E2,3.3797E1
3.7500E2,3.6307E1
3.7600E2,3.8782E1
3.7700E2,3.6141E1
3.7800E2,3.5783E1
3.7900E2,3.4090E1
3.8000E2,3.1505E1
3.8100E2,3.1983E1
3.8200E2,3.4153E1
3.8300E2,3.4911E1
3.8400E2,3.3522E1
3.8500E2,3.4138E1
3.8600E2,3.4677E1
3.8700E2,3.6557E1
3.8800E2,3.5339E1
3.8900E2,3.4612E1
3.9000E2,3.3597E1
3.9100E2,3.3604E1
3.9200E2,3.1124E1
3.9300E2,3.0909E1
3.9400E2,3.2703E1
3.9500E2,3.5519E1
3.9600E2,3.6948E1
3.9700E2,3.7420E1
3.9800E2,3.6519E1
3.9900E2,3.4347E1
4.0000E2,3.2452E1
4.0100E2,3.0470E1
4.0200E2,3.3016E1
4.0300E2,3.7899E1
4.0400E2,3.8129E1
4.0500E2,3.8635E1
4.0600E2,3.8293E1
4.0700E2,3.7098E1
4.0800E2,3.6148E1
4.0900E2,3.6387E1
4.1000E2,3.5878E1
4.1100E2,3.5868E1
4.1200E2,3.5646E1
4.1300E2,3.4734E1
4.1400E2,3.3811E1
4.1500E2,3.3608E1
4.1600E2,3.3507E1
4.1700E2,3.3498E1
4.1800E2,3.2723E1
4.1900E2,3.1693E1
4.2000E2,3.2384E1
4.2100E2,3.3340E1
4.2200E2,3.4553E1
4.2300E2,3.3756E1
4.2400E2,3.1867E1
4.2500E2,3.0196E1
4.2600E2,3.0474E1
4.2700E2,3.2281E1
4.2800E2,3.2863E1
4.2900E2,3.4446E1
4.3000E2,3.3124E1
4.3100E2,3.2526E1
4.3200E2,3.1671E1
4.3300E2,3.1078E1
4.3400E2,2.9399E1
4.3500E2,2.8865E1
4.3600E2,2.9705E1
4.3700E2,2.8491E1
4.3800E2,2.8554E1
4.3900E2,2.8390E1
4.4000E2,2.7722E1
4.4100E2,2.6308E1
4.4200E2,2.6025E1
4.4300E2,2.7342E1
4.4400E2,2.9446E1
4.4500E2,2.6279E1
4.4600E2,2.5853E1
4.4700E2,2.7497E1
4.4800E2,2.6682E1
4.4900E2,2.6186E1
4.5000E2,2.5415E1
4.5100E2,2.4631E1
4.5200E2,2.4804E1
4.5300E2,2.5736E1
4.5400E2,2.5096E1
4.5500E2,2.5101E1
4.5600E2,2.5976E1
4.5700E2,2.7694E1
4.5800E2,2.6884E1
4.5900E2,2.5617E1
4.6000E2,2.5070E1
4.6100E2,2.8281E1
4.6200E2,2.7736E1
4.6300E2,2.5246E1
4.6400E2,2.5344E1
4.6500E2,2.6048E1
4.6600E2,2.4061E1
4.6700E2,2.5597E1
4.6800E2,2.7016E1
4.6900E2,2.6929E1
4.7000E2,2.6403E1
4.7100E2,2.5994E1
4.7200E2,2.9124E1
4.7300E2,3.0718E1
4.7400E2,2.9701E1
4.7500E2,2.8545E1
4.7600E2,3.0585E1
4.7700E2,3.2639E1
4.7800E2,3.3985E1
4.7900E2,3.3932E1
4.8000E2,3.3412E1
4.8100E2,3.2886E1
4.8200E2,3.2433E1
4.8300E2,3.2286E1
4.8400E2,3.2210E1
4.8500E2,3.2120E1
4.8600E2,3.2213E1
4.8700E2,3.2281E1
4.8800E2,3.2140E1
4.8900E2,3.2638E1
4.9000E2,3.3500E1
4.9100E2,3.4707E1
4.9200E2,3.4327E1
4.9300E2,3.4499E1
4.9400E2,3.4510E1
4.9500E2,3.2560E1
4.9600E2,3.3987E1
4.9700E2,3.4508E1
4.9800E2,3.4126E1
4.9900E2,3.3597E1
5.0000E2,3.5587E1
5.0100E2,3.5559E1
5.0200E2,3.4138E1
5.0300E2,3.3143E1
5.0400E2,3.3749E1
5.0500E2,3.4916E1
5.0600E2,3.8799E1
5.0700E2,4.0743E1
5.0800E2,4.0476E1
5.0900E2,4.0016E1
5.1000E2,3.7109E1
5.1100E2,3.7366E1
5.1200E2,3.5743E1
5.1300E2,3.4404E1
5.1400E2,3.5590E1
5.1500E2,3.3947E1
5.1600E2,3.4216E1
5.1700E2,3.5847E1
5.1800E2,3.8703E1
5.1900E2,3.8006E1
5.2000E2,3.8060E1
5.2100E2,3.4974E1
5.2200E2,3.3570E1
5.2300E2,3.4830E1
5.2400E2,3.4795E1
5.2500E2,3.5412E1
5.2600E2,3.3999E1
5.2700E2,3.3102E1
5.2800E2,3.5208E1
5.2900E2,3.5531E1
5.3000E2,3.5324E1
5.3100E2,3.4230E1
5.3200E2,3.3174E1
5.3300E2,3.4012E1
5.3400E2,3.3772E1
5.3500E2,3.4401E1
5.3600E2,3.6330E1
5.3700E2,3.9753E1
5.3800E2,3.7650E1
5.3900E2,3.5894E1
5.4000E2,3.3766E1
5.4100E2,3.5843E1
5.4200E2,3.6807E1
5.4300E2,3.7204E1
5.4400E2,3.9420E1
5.4500E2,3.9000E1
5.4600E2,3.9349E1
5.4700E2,3.9750E1
5.4800E2,3.9694E1
5.4900E2,3.7121E1
5.5000E2,3.6713E1
5.5100E2,3.7729E1
5.5200E2,3.9902E1
5.5300E2,4.0426E1
5.5400E2,4.0376E1
5.5500E2,3.9240E1
5.5600E2,3.9522E1
5.5700E2,4.1566E1
5.5800E2,3.9601E1
5.5900E2,3.5998E1
5.6000E2,3.5486E1
5.6100E2,3.6438E1
5.6200E2,3.9262E1
5.6300E2,4.2177E1
5.6400E2,4.2572E1
5.6500E2,4.2186E1
5.6600E2,4.0223E1
5.6700E2,3.9923E1
5.6800E2,4.2124E1
5.6900E2,4.1413E1
5.7000E2,4.0680E1
5.7100E2,3.8708E1
5.7200E2,3.7527E1
5.7300E2,3.5955E1
5.7400E2,3.6962E1
5.7500E2,3.9343E1
5.7600E2,3.8821E1
5.7700E2,3.7243E1
5.7800E2,3.6226E1
5.7900E2,3.5638E1
5.8000E2,3.4459E1
5.8100E2,3.6394E1
5.8200E2,3.7626E1
5.8300E2,3.5724E1
5.8400E2,3.5364E1
5.8500E2,3.5394E1
5.8600E2,3.4708E1
5.8700E2,3.5693E1
5.8800E2,3.5938E1
5.8900E2,3.3902E1
5.9000E2,3.1589E1
5.9100E2,3.1275E1
5.9200E2,3.1333E1
5.9300E2,3.1610E1
5.9400E2,3.1424E1
5.9500E2,2.9787E1
5.9600E2,3.0488E1
5.9700E2,3.1800E1
5.9800E2,3.4414E1
5.9900E2,2.9850E1
6.0000E2,2.8532E1
6.0100E2,3.0341E1
6.0200E2,3.1823E1
6.0300E2,3.2989E1
6.0400E2,3.3434E1
6.0500E2,3.4694E1
6.0600E2,3.5233E1
6.0700E2,3.5447E1
6.0800E2,3.4287E1
6.0900E2,3.2784E1
6.1000E2,3.1714E1
6.1100E2,3.3885E1
6.1200E2,3.2830E1
6.1300E2,3.0137E1
6.1400E2,3.3164E1
6.1500E2,3.2843E1
6.1600E2,3.2008E1
6.1700E2,3.2757E1
6.1800E2,3.2820E1
6.1900E2,3.2994E1
6.2000E2,3.1550E1
6.2100E2,3.0865E1
6.2200E2,3.0890E1
6.2300E2,3.2816E1
6.2400E2,3.2992E1
6.2500E2,3.3333E1
6.2600E2,3.3001E1
6.2700E2,3.2517E1
6.2800E2,3.1607E1
6.2900E2,3.0059E1
6.3000E2,2.9248E1
6.3100E2,2.9423E1
6.3200E2,2.9972E1
6.3300E2,3.1138E1
6.3400E2,3.0290E1
6.3500E2,2.8670E1
6.3600E2,2.8765E1
6.3700E2,2.9131E1
6.3800E2,2.8188E1
6.3900E2,2.7772E1
6.4000E2,2.7808E1
6.4100E2,2.8918E1
6.4200E2,2.9275E1
6.4300E2,2.8761E1
6.4400E2,2.8852E1
6.4500E2,2.9886E1
6.4600E2,3.0298E1
6.4700E2,3.0168E1
6.4800E2,3.0327E1
6.4900E2,3.0572E1
6.5000E2,3.1327E1
6.5100E2,3.2331E1
6.5200E2,3.4070E1
6.5300E2,3.1777E1
6.5400E2,3.0302E1
6.5500E2,3.1130E1
6.5600E2,3.1987E1
6.5700E2,3.3146E1
6.5800E2,3.4705E1
6.5900E2,3.6575E1
6.6000E2,3.3742E1
6.6100E2,3.3111E1
6.6200E2,3.4605E1
6.6300E2,3.8295E1
6.6400E2,3.8558E1
6.6500E2,3.8880E1
6.6600E2,3.9857E1
6.6700E2,4.0902E1
6.6800E2,4.0348E1
6.6900E2,4.1516E1
6.7000E2,4.1841E1
6.7100E2,4.1016E1
6.7200E2,4.1852E1
6.7300E2,4.1633E1
6.7400E2,4.2403E1
6.7500E2,4.3061E1
6.7600E2,4.2076E1
6.7700E2,4.1626E1
6.7800E2,4.1418E1
6.7900E2,4.1408E1
6.8000E2,4.0213E1
6.8100E2,4.0655E1
6.8200E2,4.1142E1
6.8300E2,4.0886E1
6.8400E2,4.0969E1
6.8500E2,4.2401E1
6.8600E2,4.1723E1
6.8700E2,4.1843E1
6.8800E2,4.1831E1
6.8900E2,4.0508E1
6.9000E2,4.2395E1
6.9100E2,4.1946E1
6.9200E2,4.0120E1
6.9300E2,4.2163E1
6.9400E2,4.3517E1
6.9500E2,4.5866E1
6.9600E2,4.5888E1
6.9700E2,4.4224E1
6.9800E2,4.4160E1
6.9900E2,4.2440E1
7.0000E2,4.2048E1
7.0100E2,4.2142E1
7.0200E2,4.1093E1
7.0300E2,3.9308E1
7.0400E2,3.8110E1
7.0500E2,3.6722E1
7.0600E2,3.8150E1
7.0700E2,4.0460E1
7.0800E2,4.0738E1
7.0900E2,4.0017E1
7.1000E2,3.9485E1
7.1100E2,3.7367E1
7.1200E2,3.7147E1
7.1300E2,3.7207E1
7.1400E2,3.6923E1
7.1500E2,3.7432E1
7.1600E2,3.7759E1
7.1700E2,3.7320E1
7.1800E2,3.6723E1
7.1900E2,3.7171E1
7.2000E2,3.6496E1
7.2100E2,3.6737E1
7.2200E2,3.6387E1
7.2300E2,3.6295E1
7.2400E2,3.6216E1
7.2500E2,3.5327E1
7.2600E2,3.6136E1
7.2700E2,3.7048E1
7.2800E2,3.7597E1
7.2900E2,3.7365E1
7.3000E2,3.7986E1
7.3100E2,3.9880E1
7.3200E2,3.8062E1
7.3300E2,3.6736E1
7.3400E2,3.6547E1
7.3500E2,3.7343E1
7.3600E2,3.8713E1
7.3700E2,3.8336E1
7.3800E2,3.8099E1
7.3900E2,3.7565E1
7.4000E2,3.9100E1
7.4100E2,3.8716E1
7.4200E2,3.6899E1
7.4300E2,3.5969E1
7.4400E2,3.6039E1
7.4500E2,3.6358E1
7.4600E2,3.6633E1
7.4700E2,3.7831E1
7.4800E2,3.6590E1
7.4900E2,3.5132E1
7.5000E2,3.3547E1
7.5100E2,3.3570E1
7.5200E2,3.3827E1
7.5300E2,3.2722E1
7.5400E2,3.1520E1
7.5500E2,3.1957E1
7.5600E2,3.1928E1
7.5700E2,3.0918E1
7.5800E2,3.0295E1
7.5900E2,3.0008E1
7.6000E2,3.2053E1
7.6100E2,3.2956E1
7.6200E2,3.2739E1
7.6300E2,3.1395E1
7.6400E2,3.1057E1
7.6500E2,3.0869E1
7.6600E2,2.9555E1
7.6700E2,2.8776E1
7.6800E2,2.8736E1
7.6900E2,2.8004E1
7.7000E2,2.8066E1
7.7100E2,2.9713E1
7.7200E2,2.7790E1
7.7300E2,2.8898E1
7.7400E2,2.9313E1
7.7500E2,2.6219E1
7.7600E2,2.5315E1
7.7700E2,2.5245E1
7.7800E2,2.5091E1
7.7900E2,2.5808E1
7.8000E2,2.6421E1
7.8100E2,2.6343E1
7.8200E2,2.6082E1
7.8300E2,2.6340E1
7.8400E2,2.6968E1
7.8500E2,2.7796E1
7.8600E2,2.9257E1
7.8700E2,2.9440E1
7.8800E2,2.6841E1
7.8900E2,2.5373E1
7.9000E2,2.7248E1
7.9100E2,2.8147E1
7.9200E2,2.8123E1
7.9300E2,2.8498E1
7.9400E2,2.9272E1
7.9500E2,2.8661E1
7.9600E2,3.0057E1
7.9700E2,3.0454E1
7.9800E2,2.8037E1
7.9900E2,2.7686E1
8.0000E2,2.9597E1
8.0100E2,2.9752E1
8.0200E2,2.9785E1
8.0300E2,2.9672E1
8.0400E2,3.1184E1
8.0500E2,3.2749E1
8.0600E2,3.4297E1
8.0700E2,3.5334E1
8.0800E2,3.5638E1
8.0900E2,3.4457E1
8.1000E2,3.5271E1
8.1100E2,3.5236E1
8.1200E2,3.4299E1
8.1300E2,3.4682E1
8.1400E2,3.4706E1
8.1500E2,3.3997E1
8.1600E2,3.3120E1
8.1700E2,3.4470E1
8.1800E2,3.6001E1
8.1900E2,3.7066E1
8.2000E2,3.6300E1
8.2100E2,3.5953E1
8.2200E2,3.5642E1
8.2300E2,3.6288E1
8.2400E2,3.7389E1
8.2500E2,3.7487E1
8.2600E2,3.7920E1
8.2700E2,3.8958E1
8.2800E2,4.0727E1
8.2900E2,4.1739E1
8.3000E2,4.0960E1
8.3100E2,3.6118E1
8.3200E2,3.5350E1
8.3300E2,3.8563E1
8.3400E2,3.8823E1
8.3500E2,3.8276E1
8.3600E2,3.7855E1
8.3700E2,3.8260E1
8.3800E2,3.8615E1
8.3900E2,3.8131E1
8.4000E2,3.6347E1
8.4100E2,3.6276E1
8.4200E2,3.6709E1
8.4300E2,3.6251E1
8.4400E2,3.6171E1
8.4500E2,3.6907E1
8.4600E2,3.7659E1
8.4700E2,3.6737E1
8.4800E2,3.5847E1
8.4900E2,3.6760E1
8.5000E2,3.8692E1
8.5100E2,4.0339E1
8.5200E2,3.7465E1
8.5300E2,3.8297E1
8.5400E2,3.7603E1
8.5500E2,3.4320E1
8.5600E2,3.4544E1
8.5700E2,3.5168E1
8.5800E2,3.4383E1
8.5900E2,3.5180E1
8.6000E2,3.8861E1
8.6100E2,3.9375E1
8.6200E2,3.8406E1
8.6300E2,3.6958E1
8.6400E2,3.6664E1
8.6500E2,3.8156E1
8.6600E2,3.8842E1
8.6700E2,3.6070E1
8.6800E2,3.7628E1
8.6900E2,4.0023E1
8.7000E2,3.9010E1
8.7100E2,4.0056E1
8.7200E2,3.9511E1
8.7300E2,3.8579E1
8.7400E2,3.8379E1
8.7500E2,3.9467E1
8.7600E2,4.1129E1
8.7700E2,4.2533E1
8.7800E2,4.3545E1
8.7900E2,4.2898E1
8.8000E2,4.0860E1
8.8100E2,4.1146E1
8.8200E2,3.9522E1
8.8300E2,4.1211E1
8.8400E2,4.1346E1
8.8500E2,4.1686E1
8.8600E2,4.1183E1
8.8700E2,4.0479E1
8.8800E2,4.2036E1
8.8900E2,4.2581E1
8.9000E2,3.9625E1
8.9100E2,4.1010E1
8.9200E2,4.2402E1
8.9300E2,3.9712E1
8.9400E2,3.9187E1
8.9500E2,3.8217E1
8.9600E2,3.8194E1
8.9700E2,3.8795E1
8.9800E2,4.0796E1
8.9900E2,4.1709E1
9.0000E2,4.1031E1
9.0100E2,4.0056E1
9.0200E2,4.1406E1
9.0300E2,4.0872E1
9.0400E2,4.0303E1
9.0500E2,3.8130E1
9.0600E2,3.8288E1
9.0700E2,3.5504E1
9.0800E2,3.5000E1
9.0900E2,3.4704E1
9.1000E2,3.5997E1
9.1100E2,3.4893E1
9.1200E2,3.4780E1
9.1300E2,3.5328E1
9.1400E2,3.4497E1
9.1500E2,3.3410E1
9.1600E2,3.2289E1
9.1700E2,3.4808E1
9.1800E2,3.4760E1
9.1900E2,3.4185E1
9.2000E2,3.2941E1
9.2100E2,3.6101E1
9.2200E2,3.7992E1
9.2300E2,3.6856E1
9.2400E2,3.6028E1
9.2500E2,3.5221E1
9.2600E2,3.5628E1
9.2700E2,3.4687E1
9.2800E2,3.4533E1
9.2900E2,3.5458E1
9.3000E2,3.3639E1
9.3100E2,3.1854E1
9.3200E2,3.3825E1
9.3300E2,3.6125E1
9.3400E2,3.4465E1
9.3500E2,3.3415E1
9.3600E2,3.3455E1
9.3700E2,3.3038E1
9.3800E2,3.2436E1
9.3900E2,3.3194E1
9.4000E2,3.4072E1
9.4100E2,3.3429E1
9.4200E2,3.3030E1
9.4300E2,3.3130E1
9.4400E2,3.4275E1
9.4500E2,3.4494E1
9.4600E2,3.4254E1
9.4700E2,3.3383E1
9.4800E2,3.4477E1
9.4900E2,3.4384E1
9.5000E2,3.2602E1
9.5100E2,3.2667E1
9.5200E2,3.1466E1
9.5300E2,2.7581E1
9.5400E2,2.9522E1
9.5500E2,3.0794E1
9.5600E2,3.0667E1
9.5700E2,3.1920E1
9.5800E2,3.3998E1
9.5900E2,3.2137E1
9.6000E2,3.0202E1
9.6100E2,2.7997E1
9.6200E2,2.7292E1
9.6300E2,2.7123E1
9.6400E2,2.7626E1
9.6500E2,2.6885E1
9.6600E2,2.8705E1
9.6700E2,2.7843E1
9.6800E2,2.6651E1
9.6900E2,2.6260E1
9.7000E2,2.7485E1
9.7100E2,2.8583E1
9.7200E2,2.6677E1
9.7300E2,2.5373E1
9.7400E2,2.5773E1
9.7500E2,2.5518E1
9.7600E2,2.5289E1
9.7700E2,2.4855E1
9.7800E2,2.5843E1
9.7900E2,2.5270E1
9.8000E2,2.3567E1
9.8100E2,2.3491E1
9.8200E2,2.3114E1
9.8300E2,2.3513E1
9.8400E2,2.3609E1
9.8500E2,2.2518E1
9.8600E2,2.2569E1
9.8700E2,2.3817E1
9.8800E2,2.4004E1
9.8900E2,2.3887E1
9.9000E2,2.2924E1
9.9100E2,2.4744E1
9.9200E2,2.5341E1
9.9300E2,2.4276E1
9.9400E2,2.4685E1
9.9500E2,2.4396E1
9.9600E2,2.3282E1
